Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoalsAttempted,X3PointShotsAttempted,FreeThrowsAttempted,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,OppFieldGoalsAttempted,Opp3PointShotsAttempted,OppFreeThrowsAttempted,OppOffRebounds,OppTotalRebounds,OppAssists,OppSteals,OppBlocks,OppTurnovers,OppTotalFouls
MEM,46,2015-01-29,Home,DEN,W,99,69,88,16,27,13,57,17,8,4,9,11,87,26,10,10,47,19,6,5,16,19
MEM,47,2015-01-31,Home,OKC,W,85,74,91,11,17,20,54,22,11,5,11,18,78,20,18,12,47,15,5,4,17,19
MEM,48,2015-02-02,Away,PHO,W,102,101,83,11,34,16,46,19,12,4,14,17,84,16,18,11,38,18,12,6,16,25
MEM,49,2015-02-04,Away,UTA,W,100,90,80,13,22,11,38,26,7,4,9,21,73,23,26,9,40,15,6,3,12,19
MEM,50,2015-02-06,Away,MIN,L,89,90,69,12,20,2,30,19,11,5,18,19,81,17,17,12,43,17,8,1,16,21
MEM,51,2015-02-08,Home,ATL,W,94,88,92,13,21,17,55,18,8,4,11,12,80,30,11,3,37,17,6,5,14,16
MEM,52,2015-02-10,Home,BRK,W,95,86,81,19,25,12,45,24,14,9,12,19,81,12,17,14,46,14,7,5,20,24
MEM,53,2015-02-11,Away,OKC,L,89,105,86,12,30,11,42,13,7,2,13,21,83,20,25,11,49,24,7,9,13,23
MEM,54,2015-02-22,Away,POR,W,98,92,89,9,13,8,44,20,13,4,6,15,82,33,16,8,46,24,4,4,15,15
MEM,55,2015-02-23,Away,LAC,W,90,87,81,15,26,8,42,22,10,4,10,13,79,27,12,5,40,21,6,10,13,16
MEM,56,2015-02-25,Away,SAC,L,90,102,84,16,23,14,38,22,12,5,17,21,80,16,25,13,47,24,10,6,20,18
MEM,57,2015-02-27,Home,LAC,L,79,97,87,12,15,11,41,19,6,4,14,27,78,26,28,9,47,20,9,10,11,19
MEM,58,2015-02-28,Away,MIN,W,101,97,64,11,29,6,43,21,7,7,24,24,88,19,27,16,35,22,12,1,12,22
MEM,59,2015-03-03,Home,UTA,L,82,93,82,11,19,11,37,15,7,4,11,12,80,25,19,14,55,22,7,7,15,17
MEM,60,2015-03-04,Away,HOU,W,102,100,83,16,17,7,38,27,11,3,9,15,86,28,5,12,40,24,7,5,12,12
MEM,61,2015-03-06,Home,LAL,W,97,90,77,11,33,7,42,18,7,1,8,12,84,12,9,5,44,22,6,9,9,26
MEM,62,2015-03-07,Away,NOP,L,89,95,74,16,29,8,39,26,15,7,14,19,80,23,13,7,41,24,8,13,18,18
MEM,63,2015-03-09,Away,CHI,W,101,91,84,14,17,7,40,25,13,5,11,12,80,22,14,9,44,18,7,2,15,13
MEM,64,2015-03-11,Away,BOS,L,92,95,78,12,13,10,41,21,11,4,21,19,85,27,17,12,36,28,11,5,16,16
MEM,65,2015-03-12,Away,WAS,L,87,107,80,19,30,14,41,18,9,3,21,29,80,17,31,10,42,25,11,5,13,24
MEM,66,2015-03-14,Home,MIL,W,96,83,78,14,16,8,36,23,10,3,14,21,72,19,27,8,37,17,6,3,15,18
MEM,67,2015-03-16,Home,DEN,W,92,81,80,9,28,20,57,14,9,5,19,16,81,18,21,10,37,14,13,5,15,24
MEM,68,2015-03-17,Away,DET,L,95,105,80,18,17,11,42,28,9,2,16,22,83,33,22,9,38,26,5,5,9,16
MEM,69,2015-03-20,Away,DAL,W,112,101,77,18,32,6,38,19,7,3,15,30,76,22,36,9,41,14,6,3,17,29
MEM,70,2015-03-21,Home,POR,W,97,86,89,18,16,11,45,21,10,1,10,16,76,22,15,5,44,15,6,3,17,17
MEM,71,2015-03-23,Away,NYK,W,103,82,79,12,19,9,39,22,4,2,10,19,76,18,17,8,37,22,4,6,17,18
MEM,72,2015-03-25,Home,CLE,L,89,111,85,17,16,9,32,18,9,6,8,15,84,34,13,11,49,30,6,5,18,18
MEM,73,2015-03-27,Home,GSW,L,84,107,76,13,15,8,40,19,9,2,19,18,90,31,17,14,43,28,15,5,14,17
MEM,74,2015-03-29,Away,SAS,L,89,103,82,14,12,3,34,22,5,1,10,17,83,17,18,10,48,25,9,6,8,15
MEM,75,2015-03-30,Home,SAC,W,97,83,83,23,17,14,45,23,7,11,13,21,81,16,20,12,41,16,4,3,12,19
MEM,76,2015-04-03,Home,OKC,W,100,92,80,21,28,8,45,16,7,7,13,22,88,17,26,11,47,18,7,3,12,23
MEM,77,2015-04-04,Home,WAS,L,83,92,81,15,18,9,41,23,2,3,15,15,79,22,10,6,40,24,9,0,15,18
MEM,78,2015-04-08,Home,NOP,W,110,74,88,17,14,14,52,27,7,3,8,16,80,21,18,12,39,13,8,3,12,15
MEM,79,2015-04-10,Away,UTA,W,89,88,76,15,19,7,36,22,8,1,11,22,71,23,22,9,39,16,4,3,15,22
MEM,80,2015-04-11,Away,LAC,L,86,94,77,9,24,11,43,24,8,4,18,20,88,27,22,12,43,25,10,6,13,21
MEM,81,2015-04-13,Away,GSW,L,107,111,98,15,25,18,44,24,11,4,15,22,74,24,27,6,39,30,9,7,21,22
MEM,82,2015-04-15,Home,IND,W,95,83,76,9,26,16,48,12,10,3,12,17,78,24,15,13,36,15,7,8,12,26
MIA,1,2014-10-29,Home,WAS,W,107,95,81,28,23,12,44,20,9,3,14,17,75,19,24,7,36,20,7,2,14,20
MIA,2,2014-11-01,Away,PHI,W,114,96,83,24,29,9,35,33,16,0,16,20,67,23,26,4,37,28,9,10,24,21
MIA,3,2014-11-02,Home,TOR,W,107,102,70,24,38,11,43,22,6,6,16,29,79,16,39,9,28,11,8,5,10,28
MIA,4,2014-11-04,Home,HOU,L,91,108,74,28,27,13,34,16,7,2,15,21,68,37,27,9,38,22,8,5,16,26
MIA,5,2014-11-05,Away,CHO,L,89,96,77,22,31,6,36,19,6,4,8,25,82,18,29,13,49,23,4,9,12,24
MIA,6,2014-11-08,Home,MIN,W,102,92,78,13,17,6,40,26,8,2,14,19,87,16,23,17,49,13,9,2,16,17
MIA,7,2014-11-09,Away,DAL,W,105,96,76,23,20,6,38,31,7,3,13,23,83,29,24,15,41,22,8,7,13,15
MIA,8,2014-11-12,Home,IND,L,75,81,68,20,18,6,28,18,11,5,9,18,80,26,15,16,53,13,5,5,15,17
MIA,9,2014-11-14,Away,ATL,L,103,114,74,21,25,5,32,27,10,3,14,20,75,28,23,3,36,33,10,5,13,20
MIA,10,2014-11-16,Home,MIL,L,84,91,73,25,22,6,40,19,10,6,17,20,74,18,26,5,40,16,11,1,16,24
MIA,11,2014-11-17,Away,BRK,W,95,83,72,27,27,10,41,19,6,2,14,24,70,23,26,11,35,18,10,5,12,19
MIA,12,2014-11-20,Home,LAC,L,93,110,67,26,31,6,30,11,10,3,12,15,77,31,17,4,35,31,6,0,13,21
MIA,13,2014-11-22,Away,ORL,W,99,92,71,26,18,7,33,17,7,5,16,20,78,16,27,18,44,18,10,2,14,20
MIA,14,2014-11-23,Home,CHO,W,94,93,66,23,19,3,36,19,4,5,16,16,79,21,16,5,33,18,9,1,11,19
MIA,15,2014-11-25,Home,GSW,L,97,114,85,23,27,12,40,16,7,4,9,22,75,28,23,5,45,21,6,9,11,24
MIA,16,2014-11-30,Away,NYK,W,86,79,72,23,31,10,41,20,8,1,14,20,88,24,20,20,50,14,6,3,12,22
MIA,17,2014-12-01,Away,WAS,L,86,107,72,22,30,7,33,12,5,2,11,20,72,19,24,7,42,29,7,3,12,23
MIA,18,2014-12-03,Home,ATL,L,102,112,64,16,32,4,30,25,10,5,18,24,74,25,23,5,30,25,9,1,16,24
MIA,19,2014-12-05,Away,MIL,L,85,109,68,18,27,3,20,21,16,3,18,22,69,16,26,12,45,21,11,3,24,26
MIA,20,2014-12-07,Away,MEM,L,87,103,80,16,8,10,30,21,10,2,11,12,73,13,11,7,38,24,7,4,12,14
MIA,21,2014-12-09,Away,PHO,W,103,97,80,17,12,9,34,25,14,4,11,14,77,35,9,10,37,24,7,5,22,20
MIA,22,2014-12-10,Away,DEN,L,82,102,82,22,21,16,42,18,1,6,10,20,85,23,27,17,50,21,7,4,10,18
MIA,23,2014-12-12,Away,UTA,W,100,95,72,20,31,7,35,19,6,3,9,16,77,28,22,12,44,16,4,6,11,18
MIA,24,2014-12-14,Home,CHI,L,75,93,80,22,18,13,40,12,13,5,13,22,71,18,21,8,44,21,4,8,19,18
MIA,25,2014-12-16,Away,BRK,W,95,91,72,24,26,7,41,20,9,2,18,23,77,28,32,11,37,25,9,2,17,26
MIA,26,2014-12-17,Home,UTA,L,87,105,70,17,40,8,31,10,10,0,11,24,66,25,24,6,38,23,4,5,18,26
MIA,27,2014-12-19,Home,WAS,L,103,105,75,19,19,5,34,22,7,3,15,27,79,14,33,13,36,24,6,3,9,17
MIA,28,2014-12-21,Home,BOS,W,100,84,78,21,26,6,38,18,9,3,8,14,83,23,15,14,42,22,6,4,15,18
MIA,29,2014-12-23,Home,PHI,L,87,91,80,26,18,14,39,13,10,6,20,19,77,19,27,14,42,11,13,11,16,20
MIA,30,2014-12-25,Home,CLE,W,101,91,84,21,17,12,43,27,8,3,11,26,72,26,33,11,37,16,8,4,15,15
MIA,31,2014-12-27,Home,MEM,L,95,103,72,20,21,7,33,18,10,4,13,26,73,16,37,9,32,22,10,5,13,22
MIA,32,2014-12-29,Home,ORL,L,101,102,63,14,40,6,36,18,9,3,14,15,77,25,13,8,34,21,9,2,14,25
MIA,33,2014-12-31,Away,IND,L,95,106,77,16,18,8,36,20,5,8,11,24,79,18,30,11,39,23,4,4,10,18
MIA,34,2015-01-03,Away,HOU,L,79,115,68,17,25,8,33,20,6,3,21,18,83,31,28,17,48,21,13,1,16,18
MIA,35,2015-01-04,Home,BRK,W,88,84,67,14,28,8,42,21,8,9,14,20,86,24,13,10,38,18,9,6,11,23
MIA,36,2015-01-08,Away,POR,L,83,99,77,14,30,10,42,15,6,7,9,13,95,27,15,15,50,19,5,6,7,21
MIA,37,2015-01-11,Away,LAC,W,104,90,81,21,24,15,46,28,8,5,12,20,75,26,18,6,27,17,4,2,13,24
MIA,38,2015-01-13,Away,LAL,W,78,75,78,16,15,9,52,23,7,11,18,16,92,23,18,13,46,20,10,3,12,14
MIA,39,2015-01-14,Away,GSW,L,89,104,71,18,27,11,41,19,5,4,17,19,81,29,19,10,36,29,5,5,13,21
MIA,40,2015-01-16,Away,SAC,W,95,83,74,17,21,6,38,26,9,6,9,15,75,16,14,6,35,20,3,1,15,20
MIA,41,2015-01-20,Home,OKC,L,86,94,68,22,19,4,36,20,4,2,19,16,92,26,10,12,42,15,11,3,11,23
MIA,42,2015-01-21,Away,CHO,L,76,78,84,18,15,10,41,14,7,8,7,22,80,19,30,20,56,19,3,8,14,16
MIA,43,2015-01-23,Home,IND,W,89,87,75,17,15,4,36,20,8,0,16,25,78,15,23,8,37,14,9,3,18,22
MIA,44,2015-01-25,Away,CHI,W,96,84,84,13,23,13,54,19,6,13,10,15,87,24,19,14,43,15,5,10,9,16
MIA,45,2015-01-27,Home,MIL,L,102,109,75,20,26,5,33,20,5,1,12,23,71,16,30,4,34,25,7,3,12,22
MIA,46,2015-01-30,Home,DAL,L,72,93,88,29,10,17,52,18,6,3,16,17,82,29,20,13,49,24,10,4,10,13
MIA,47,2015-02-01,Away,BOS,W,83,75,77,21,21,10,46,18,7,9,16,18,81,19,18,8,40,24,7,3,13,19
MIA,48,2015-02-03,Away,DET,L,91,108,74,14,23,8,35,23,1,6,8,14,88,20,18,14,45,27,7,5,6,17
MIA,49,2015-02-04,Away,MIN,L,101,102,80,16,24,15,47,18,11,3,18,23,72,11,27,3,32,27,10,3,14,24
MIA,50,2015-02-06,Away,SAS,L,85,98,80,16,9,10,37,23,7,3,16,10,83,29,9,14,43,31,12,4,16,18
MIA,51,2015-02-09,Home,NYK,W,109,95,74,22,29,7,35,28,9,5,12,19,84,20,19,11,35,22,8,8,13,22
MIA,52,2015-02-11,Away,CLE,L,93,113,84,24,20,12,36,21,10,4,14,19,78,25,19,10,43,32,9,3,15,19
MIA,53,2015-02-20,Away,NYK,W,111,87,79,20,35,11,50,28,12,4,21,18,82,18,16,7,32,28,10,6,20,26
MIA,54,2015-02-21,Home,NOP,L,91,105,79,17,27,13,45,15,5,7,17,23,83,21,31,11,41,22,8,3,12,25
MIA,55,2015-02-23,Home,PHI,W,119,108,83,21,22,11,45,27,6,3,16,20,84,31,28,9,33,27,10,8,12,18
MIA,56,2015-02-25,Away,ORL,W,93,90,84,31,32,8,42,17,8,5,12,24,78,22,31,12,50,17,4,1,18,28
MIA,57,2015-02-27,Away,NOP,L,102,104,84,21,16,6,31,21,3,7,6,23,76,16,27,7,37,26,3,6,10,19
MIA,58,2015-02-28,Home,ATL,L,91,93,81,26,21,14,47,17,12,3,23,16,79,25,20,8,37,23,12,5,18,19
MIA,59,2015-03-02,Home,PHO,W,115,98,82,14,30,12,45,19,14,4,14,31,78,31,38,14,43,17,7,2,19,27
MIA,60,2015-03-04,Home,LAL,W,100,94,79,16,43,13,55,16,8,7,15,15,88,18,17,7,42,23,11,1,14,26
MIA,61,2015-03-06,Away,WAS,L,97,99,79,27,19,8,37,18,5,2,14,19,82,23,18,10,43,24,6,4,15,21
MIA,62,2015-03-07,Home,SAC,W,114,109,80,24,33,4,34,23,13,8,13,21,88,25,24,12,46,26,7,4,20,29
MIA,63,2015-03-09,Home,BOS,L,90,100,69,17,34,5,32,15,5,2,13,17,87,25,17,16,43,17,7,2,9,25
MIA,64,2015-03-11,Home,BRK,W,104,98,81,21,38,11,39,23,14,3,10,29,73,17,39,14,44,15,8,2,21,24
MIA,65,2015-03-13,Away,TOR,L,92,102,79,23,24,7,44,21,11,5,20,22,79,33,31,9,43,26,12,5,17,22
MIA,66,2015-03-16,Home,CLE,W,106,92,76,15,22,6,45,21,8,5,15,21,79,33,27,7,32,17,8,4,14,21
MIA,67,2015-03-18,Home,POR,W,108,104,87,10,14,8,35,21,7,7,8,18,81,26,21,13,45,22,3,2,15,15
MIA,68,2015-03-20,Home,DEN,W,108,91,81,16,19,10,44,23,8,7,16,17,79,27,19,10,35,21,11,7,16,20
MIA,69,2015-03-22,Away,OKC,L,75,93,81,18,15,13,41,13,7,6,18,15,90,18,13,21,51,25,11,7,17,17
MIA,70,2015-03-24,Away,MIL,L,88,89,75,19,18,8,34,18,11,4,18,20,87,17,17,20,53,25,8,9,20,23
MIA,71,2015-03-25,Away,BOS,W,93,86,77,24,23,8,38,23,7,6,16,28,69,19,37,10,43,16,8,4,16,25
MIA,72,2015-03-27,Away,ATL,L,86,99,82,35,15,11,41,20,9,6,18,20,72,18,24,5,38,31,12,4,16,13
MIA,73,2015-03-29,Home,DET,W,109,102,82,18,29,14,46,20,4,1,10,16,83,25,22,13,37,24,5,5,11,20
MIA,74,2015-03-31,Home,SAS,L,81,95,79,15,12,10,33,11,9,4,18,21,74,18,17,8,38,21,11,6,19,19
MIA,75,2015-04-02,Away,CLE,L,88,114,75,21,21,8,36,25,8,2,16,23,80,35,25,10,43,23,12,7,14,21
MIA,76,2015-04-04,Away,DET,L,98,99,77,20,26,11,37,19,6,7,14,20,73,26,23,8,33,20,6,3,16,21
MIA,77,2015-04-05,Away,IND,L,89,112,82,20,19,7,37,15,7,7,14,25,85,30,36,20,55,23,6,7,11,22
MIA,78,2015-04-07,Home,CHO,W,105,100,81,15,28,8,42,20,4,6,11,17,91,18,21,15,45,12,8,5,9,26
MIA,79,2015-04-09,Home,CHI,L,78,89,88,18,7,13,46,14,2,7,14,17,91,23,17,15,51,17,10,2,11,11
MIA,80,2015-04-11,Home,TOR,L,104,107,81,20,44,14,47,14,3,8,7,25,83,26,37,15,47,12,7,3,7,31
MIA,81,2015-04-13,Home,ORL,W,100,93,83,10,23,11,50,21,2,9,13,19,85,21,28,11,41,14,10,4,8,23
MIA,82,2015-04-15,Away,PHI,W,105,101,89,31,20,12,42,22,10,2,16,17,83,29,25,13,45,26,7,5,16,21
MIL,1,2014-10-29,Away,CHO,L,106,108,80,14,24,3,35,25,9,10,14,25,101,21,29,15,50,27,8,9,10,20
MIL,2,2014-10-31,Home,PHI,W,93,81,88,24,21,15,55,25,10,11,18,19,86,23,22,12,42,20,9,5,16,18
MIL,3,2014-11-01,Away,WAS,L,97,108,80,22,24,16,42,18,11,3,27,28,73,13,33,6,34,28,18,5,19,21
MIL,4,2014-11-04,Away,IND,W,87,81,83,21,7,9,39,20,12,5,12,22,78,24,22,15,47,14,4,9,17,17
MIL,5,2014-11-05,Home,CHI,L,86,95,89,15,20,18,50,19,10,3,14,28,73,16,30,7,42,24,8,3,16,18
MIL,6,2014-11-07,Away,DET,L,95,98,77,20,23,9,35,26,10,6,13,19,75,23,24,12,40,18,7,5,18,24
MIL,7,2014-11-08,Home,MEM,W,93,92,88,18,11,16,43,24,7,4,16,24,82,14,34,15,40,15,9,2,13,18
MIL,8,2014-11-11,Home,OKC,W,85,78,81,15,24,14,51,18,5,6,16,22,87,20,19,13,46,15,6,5,15,22
MIL,9,2014-11-14,Away,ORL,L,85,101,80,19,14,5,38,19,8,4,16,25,80,24,27,10,45,22,7,3,15,15
MIL,10,2014-11-16,Away,MIA,W,91,84,74,18,26,5,40,16,11,1,16,24,73,25,22,6,40,19,10,6,17,20
MIL,11,2014-11-18,Home,NYK,W,117,113,78,17,27,17,44,30,5,0,16,24,80,25,19,11,28,30,9,3,12,22
MIL,12,2014-11-19,Away,BRK,W,122,118,108,24,28,16,51,23,12,4,13,28,92,31,29,10,49,26,7,6,20,25
MIL,13,2014-11-21,Away,TOR,L,82,124,74,20,32,8,30,19,11,1,12,18,86,25,24,15,57,27,8,4,16,24
MIL,14,2014-11-22,Home,WAS,L,100,111,84,15,26,8,36,21,11,7,14,20,93,18,22,20,53,27,7,6,14,24
MIL,15,2014-11-25,Home,DET,W,98,86,90,22,13,19,50,22,9,2,16,24,78,20,17,8,36,23,7,5,19,18
MIL,16,2014-11-26,Away,MIN,W,103,86,85,16,19,13,43,22,12,7,17,22,81,14,34,14,38,19,11,6,19,22
MIL,17,2014-11-28,Away,DET,W,104,88,77,29,16,10,44,30,9,6,19,20,83,23,25,14,39,25,8,5,14,19
MIL,18,2014-11-29,Home,HOU,L,103,117,74,19,35,8,32,23,7,5,10,16,87,38,16,13,44,26,7,5,13,24
MIL,19,2014-12-02,Away,CLE,L,108,111,92,20,13,12,40,31,11,3,13,26,73,21,38,7,40,22,5,5,19,17
MIL,20,2014-12-03,Home,DAL,L,105,107,73,11,32,8,39,24,11,2,18,24,92,27,22,17,46,20,8,6,16,23
MIL,21,2014-12-05,Home,MIA,W,109,85,69,16,26,12,45,21,11,3,24,26,68,18,27,3,20,21,16,3,18,22
MIL,22,2014-12-07,Away,DAL,L,102,125,84,15,17,11,36,17,7,4,17,18,84,31,19,8,36,29,14,8,11,14
MIL,23,2014-12-09,Away,OKC,L,101,114,84,21,35,9,31,19,8,2,14,25,82,21,34,15,54,23,10,6,20,28
MIL,24,2014-12-13,Home,LAC,W,111,106,76,11,24,6,39,25,3,4,15,19,91,29,19,10,35,24,8,3,12,24
MIL,25,2014-12-15,Away,PHO,W,96,94,73,16,22,5,33,23,10,1,21,27,75,38,27,16,42,17,12,5,20,24
MIL,26,2014-12-17,Away,POR,L,97,104,77,19,22,5,32,16,8,0,13,25,87,23,29,16,52,25,4,3,14,19
MIL,27,2014-12-18,Away,SAC,W,108,107,75,23,27,5,27,24,7,2,16,26,67,14,33,4,35,24,5,0,21,23
MIL,28,2014-12-20,Away,LAC,L,102,106,81,24,15,10,46,29,6,1,18,26,81,26,27,11,41,29,10,4,12,18
MIL,29,2014-12-23,Home,CHO,L,101,108,82,21,20,9,40,25,7,6,20,25,82,21,36,11,43,21,6,5,12,21
MIL,30,2014-12-26,Away,ATL,W,107,77,79,19,23,6,40,28,15,6,15,19,76,23,14,8,38,20,8,4,22,19
MIL,31,2014-12-27,Home,ATL,L,85,90,80,30,14,13,47,21,5,10,19,18,90,29,19,17,51,25,9,4,11,17
MIL,32,2014-12-29,Away,CHO,W,104,94,85,21,21,2,42,21,8,10,19,25,90,25,26,9,48,20,13,9,17,20
MIL,33,2014-12-31,Away,CLE,W,96,80,90,25,10,13,54,25,10,6,10,18,85,31,16,13,49,19,5,5,12,16
MIL,34,2015-01-02,Home,IND,L,91,94,89,24,10,10,43,28,10,7,12,18,81,20,20,10,45,24,7,3,15,12
MIL,35,2015-01-04,Away,NYK,W,95,82,77,16,27,14,48,23,10,4,18,20,76,25,14,7,36,23,8,2,16,20
MIL,36,2015-01-06,Home,PHO,L,96,102,88,20,22,13,44,22,9,5,17,21,81,25,27,12,46,19,7,6,19,16
MIL,37,2015-01-07,Away,PHI,W,97,77,76,17,11,7,43,32,14,4,24,26,83,25,29,15,44,14,11,6,24,19
MIL,38,2015-01-09,Home,MIN,W,98,84,75,19,10,9,39,30,13,4,22,21,79,22,17,13,40,22,13,3,19,14
MIL,39,2015-01-10,Away,CHI,L,87,95,81,11,16,12,37,19,9,10,11,24,88,17,24,22,51,24,5,5,12,18
MIL,40,2015-01-15,Home,NYK,W,95,79,72,18,42,14,44,21,13,2,15,17,68,22,20,5,36,22,5,6,21,32
MIL,41,2015-01-19,Home,TOR,L,89,92,76,18,25,11,43,22,12,5,16,22,90,24,24,20,54,17,9,5,15,20
MIL,42,2015-01-22,Home,UTA,L,99,101,92,13,12,15,40,26,11,5,12,25,71,31,28,12,43,25,9,3,22,15
MIL,43,2015-01-24,Home,DET,W,101,86,81,17,10,9,45,33,6,6,20,21,86,25,25,16,46,14,11,2,19,14
MIL,44,2015-01-25,Away,SAS,L,95,101,82,17,13,13,42,29,12,5,17,26,83,22,30,14,41,22,9,6,15,17
MIL,45,2015-01-27,Away,MIA,W,109,102,71,16,30,4,34,25,7,3,12,22,75,20,26,5,33,20,5,1,12,23
MIL,46,2015-01-29,Away,ORL,W,115,100,87,25,18,7,38,29,16,8,15,24,82,18,30,14,49,14,8,4,23,18
MIL,47,2015-01-31,Home,POR,W,95,88,82,21,14,9,50,22,12,8,17,19,89,31,18,11,44,19,11,3,16,15
MIL,48,2015-02-02,Away,TOR,W,82,75,80,16,17,7,44,24,8,6,12,18,78,27,22,13,46,14,7,3,15,19
MIL,49,2015-02-04,Home,LAL,W,113,105,82,26,22,5,35,25,10,7,11,22,93,28,25,18,53,22,3,2,16,25
MIL,50,2015-02-06,Away,HOU,L,111,117,95,17,15,11,41,29,10,3,13,23,81,32,29,10,42,32,11,5,17,17
MIL,51,2015-02-07,Home,BOS,W,96,93,75,20,19,6,40,21,6,6,12,20,86,29,20,11,44,20,7,1,11,19
MIL,52,2015-02-09,Home,BRK,W,103,97,89,18,25,14,44,25,14,4,9,14,76,25,19,8,38,25,3,8,15,17
MIL,53,2015-02-11,Home,SAC,W,111,103,80,15,32,10,45,23,11,5,14,24,84,22,30,16,48,24,7,5,18,23
MIL,54,2015-02-20,Home,DEN,W,89,81,78,15,22,7,46,22,6,5,16,21,84,26,21,14,45,18,11,7,15,19
MIL,55,2015-02-22,Home,ATL,L,86,97,72,16,18,8,38,19,10,7,24,24,87,30,21,16,43,23,10,7,20,17
MIL,56,2015-02-23,Away,CHI,L,71,87,89,18,13,12,41,16,9,4,10,21,76,26,32,18,62,20,4,7,18,16
MIL,57,2015-02-25,Home,PHI,W,104,88,82,15,16,12,43,32,16,5,22,19,75,25,19,12,38,21,13,3,28,22
MIL,58,2015-02-27,Away,LAL,L,93,101,87,17,29,13,49,18,7,6,11,17,85,18,22,9,50,23,7,5,12,21
MIL,59,2015-02-28,Away,UTA,L,75,82,74,15,14,8,39,18,15,4,23,23,76,22,23,13,46,18,16,7,22,18
MIL,60,2015-03-03,Away,DEN,L,95,106,86,24,22,8,41,21,6,7,14,25,86,34,20,8,43,26,8,5,13,24
MIL,61,2015-03-04,Away,GSW,L,93,102,80,14,25,16,47,17,11,1,23,19,73,34,25,4,34,30,16,8,16,24
MIL,62,2015-03-07,Home,WAS,W,91,85,78,20,15,10,44,25,7,6,16,18,81,28,22,14,49,19,9,3,17,19
MIL,63,2015-03-09,Home,NOP,L,103,114,71,15,31,8,25,20,11,5,14,18,75,15,21,10,34,26,7,4,17,20
MIL,64,2015-03-11,Home,ORL,W,97,91,79,18,16,11,51,30,7,7,22,17,85,18,13,9,33,21,14,4,14,18
MIL,65,2015-03-12,Away,IND,L,103,109,91,14,36,12,48,17,11,3,15,27,79,22,28,6,48,24,7,7,20,33
MIL,66,2015-03-14,Away,MEM,L,83,96,72,19,27,8,37,17,6,3,15,18,78,14,16,8,36,23,10,3,14,21
MIL,67,2015-03-17,Away,NOP,L,84,85,86,20,21,9,49,20,4,12,10,22,83,25,26,10,50,26,6,6,13,20
MIL,68,2015-03-18,Home,SAS,L,103,114,80,14,24,11,43,28,5,4,12,26,76,20,38,3,34,27,9,6,8,19
MIL,69,2015-03-20,Away,BRK,L,127,129,129,16,29,38,81,23,11,9,17,31,107,25,34,16,53,31,9,7,15,25
MIL,70,2015-03-22,Home,CLE,L,90,108,70,12,14,6,39,23,10,5,23,14,84,31,16,9,36,22,14,1,13,12
MIL,71,2015-03-24,Home,MIA,W,89,88,87,17,17,20,53,25,8,9,20,23,75,19,18,8,34,18,11,4,18,20
MIL,72,2015-03-26,Home,IND,W,111,107,73,19,34,6,30,26,10,3,16,34,71,30,43,12,41,18,7,4,19,28
MIL,73,2015-03-28,Home,GSW,L,95,108,87,15,32,15,42,24,14,5,15,20,82,25,14,7,45,27,7,8,22,23
MIL,74,2015-03-30,Away,ATL,L,88,101,75,17,23,13,39,26,4,2,11,22,79,29,24,12,42,29,5,4,11,20
MIL,75,2015-04-01,Home,CHI,W,95,91,89,21,18,20,48,15,11,5,18,28,74,26,37,12,40,18,11,3,20,21
MIL,76,2015-04-03,Away,BOS,W,110,101,85,24,18,9,45,31,10,6,18,20,88,24,16,9,41,19,7,2,16,20
MIL,77,2015-04-04,Home,ORL,L,90,97,89,16,13,14,45,26,8,6,13,19,86,21,13,12,45,23,7,10,12,13
MIL,78,2015-04-08,Home,CLE,L,99,104,84,18,13,7,32,30,13,3,12,22,74,34,26,11,44,23,8,5,18,17
MIL,79,2015-04-10,Away,NYK,W,99,91,76,17,29,5,33,18,17,3,17,22,72,13,24,5,42,22,7,5,24,26
MIL,80,2015-04-12,Home,BRK,W,96,73,83,20,12,7,47,30,13,7,17,20,83,18,22,16,49,17,9,5,21,20
MIL,81,2015-04-13,Away,PHI,W,107,97,81,9,36,12,39,23,13,7,18,25,81,28,34,14,40,22,11,6,29,28
MIL,82,2015-04-15,Home,BOS,L,100,105,89,21,16,16,48,35,7,2,17,17,85,30,14,8,38,37,9,5,16,16
MIN,1,2014-10-29,Away,MEM,L,101,105,86,12,23,19,47,20,8,4,23,21,82,15,20,10,33,21,10,5,17,21
MIN,2,2014-10-30,Home,DET,W,97,91,76,10,28,10,43,18,8,3,12,21,91,21,13,14,46,20,3,5,12,24
MIN,3,2014-11-01,Home,CHI,L,105,106,85,12,31,13,42,26,9,4,10,29,69,23,40,5,38,15,3,8,14,24
MIN,4,2014-11-05,Away,BRK,W,98,91,90,17,22,13,51,22,9,4,11,21,82,21,17,7,42,17,6,5,18,22
MIN,5,2014-11-07,Away,ORL,L,103,112,93,18,25,9,38,24,9,7,12,22,91,10,19,12,52,19,5,6,21,27
MIN,6,2014-11-08,Away,MIA,L,92,102,87,16,23,17,49,13,9,2,16,17,78,13,17,6,40,26,8,2,14,19
MIN,7,2014-11-12,Home,HOU,L,101,113,81,12,30,9,41,22,6,6,13,17,89,28,19,13,40,25,7,7,13,29
MIN,8,2014-11-14,Away,NOP,L,91,139,72,14,41,11,37,13,5,3,22,17,84,20,16,3,34,31,13,3,13,30
